GeneCluster	X1	X2	p.value
RPS14.1	2	-0.496	0.336	0.000115800802978109
PLEKHO1.1	1	0.381	-0.265	0.00432876364545414
SLC7A2.1	2	-0.734	0.609	2.1894749603204e-05
CAMK4.1	2	-0.389	0.393	0.000258949199544903
DNMT1.1	1	0.524	-0.631	1.50530753934908e-08
IQCB1.1	2	-0.943	-0.048	8.06355381762003e-07
TGOLN2.1	2	-0.338	0.4	0.00042931598897465
SLC16A6.1	1	0.652	-0.515	2.8940366648156e-06
POLE2.1	1	0.427	-0.419	9.18803596624674e-05
CDKN1C.1	2	-0.187	0.438	0.0425990084117132
KIAA1045.1	2	-0.613	0.608	1.20534570318837e-08
NOL7.1	2	0.267	1.135	0.0105913450593509
RALGAPA1.1	1	0.333	-0.389	0.000957120608236637
STC2.1	1	0.269	-0.282	0.00947561816108962
TDH.1	1	1.233	-0.404	0.00248675730723785
IMPDH2.1	2	-0.971	-0.036	5.42110571000277e-05
LMBR1L.1	2	-0.312	0.223	0.0175281065687953
SYK.1	1	0.396	-0.485	1.32868936968001e-05
TRAM2.1	1	0.79	0.148	0.0383054585025881
SBNO1.1	1	0.223	-0.25	0.0340340978302257
SCN11A.1	2	-0.865	-0.035	1.28773553180709e-06
LRRC46.1	2	-0.455	0.542	1.2808368129334e-06
LIF.1	1	0.357	-0.437	0.000154411333890099
LIMA1.1	1	0.49	-0.431	4.93990432796564e-05
MRPS7.1	1	0.765	-0.475	4.10245678262627e-09
TSPAN18.1	1	0.346	-0.227	0.0128497711130036
ZNF93.1	1	0.269	-0.263	0.0312029238255659
FGF22.1	2	-0.284	0.283	0.0173202175189408
RARB.1	2	-1.054	-0.037	6.2180344717211e-08
PHLDA1.1	2	-0.561	0.554	3.92216522076309e-08
ARRDC2.1	2	-0.305	0.303	0.00426827810511502
DUOXA1.1	2	-0.317	0.273	0.00559619439619334
SLC27A5.1	2	-0.625	0.638	1.14502144034329e-10
PHYHIP.1	1	1.332	0.255	0.0368401836258008
NECAB1.1	2	-0.472	0.267	0.000189756923041557
LGMN.1	1	0.412	-0.355	0.000793156142015837
TIMM44.1	1	0.22	-0.42	0.00456748252310686
TIAM2.1	1	0.315	-0.256	0.00551749352107707
KHK.1	2	-0.139	0.495	0.0112996848755308
CRLS1.1	1	0.453	-0.193	0.0101629655441887
PTPN21.1	2	-0.523	0.49	6.08438866794881e-07
ACER3.1	2	-0.203	0.264	0.0464954259636167
RNASE6.1	1	0.475	-0.371	0.000216079283430205
OXCT2.1	1	0.526	-0.236	0.00361611690768511
TGIF1.1	2	-0.352	0.318	0.00208277977562677
TNFAIP8L2.1	1	0.357	-0.363	0.000601977740545633
KREMEN2.1	2	-0.511	0.45	2.17162027779376e-06
REM2.1	2	-0.299	0.209	0.021713917691141
SDHAF2.1	1	0.654	-0.085	0.00868626908812943
LIPH.1	2	-0.462	0.097	0.00188106360589465
KIAA0586.1	1	0.307	-0.377	0.00188987045891684
PLAU.1	1	0.224	-0.228	0.0411551170621008
RGL2.1	2	-0.075	3.172	3.22635607357508e-11
OR51E1.1	1	0.47	-0.466	1.58471915827637e-05
CCDC30.1	2	-0.548	0.277	2.34709939788825e-05
OSGEP.1	1	0.606	-0.479	4.94082655469763e-06
PARD6G.1	1	0.309	-0.35	0.00474824737350136
TRIM7.1	2	-0.264	0.236	0.0200338495177965
WDR46.1	2	0.3	2.73	1.13388090774395e-06
SGCB.1	1	0.549	-0.513	3.48994568434842e-07
GSTO2.1	2	-0.539	0.523	2.85084389489379e-07
MAPKAPK3.1	2	-2.003	-0.004	4.635275721834e-17
COX17.1	2	-0.954	-0.084	1.57398493316518e-05
LYSMD4.1	2	-0.566	0.463	6.55310880425872e-07
CD96.1	1	2.756	-0.027	0.00476571289557108
MDFI.1	1	0.261	-0.33	0.00600640321225269
PRR22.1	2	-0.319	0.288	0.00489285945598165
DRAM2.1	2	-0.631	0.014	0.0127036022363694
DLGAP5.1	1	0.412	-0.461	3.32288729649548e-05
ANAPC7.1	1	0.444	-0.495	1.52442514330311e-05
GJC1.1	1	0.466	-0.511	1.83142979838858e-06
SAMD13.1	2	-0.639	0.188	0.000147598335871179
KIAA0895.1	2	-0.365	0.484	0.000656513751463964
CKAP5.1	1	0.412	-0.232	0.0137631056965147
TTF2.1	2	-0.473	0.12	0.00855156060907241
LRRC16A.1	2	0.425	1.932	0.00797572646111391
RMND5A.1	2	-0.337	0.433	0.000642068319123759
MYEOV.1	1	0.422	-0.529	1.48925436748147e-06
ZNF467.1	1	0.508	-0.572	4.14684686190823e-08
ADORA2A.1	1	0.26	-0.266	0.023195969528149
TMEM183A.1	2	-0.173	0.545	0.0042359572190156
CISH.1	2	-0.474	0.15	0.00977821537981658
SYN3.1	2	-0.379	0.595	4.72208321469624e-05
CLIP1.1	1	0.299	-0.385	0.00154084932019746
CTTNBP2NL.1	1	0.125	-0.374	0.0267759790031487
ZHX1.1	2	-0.662	0.694	4.43776163399899e-05
NEURL3.1	1	0.172	-0.252	0.0470392142463431
QSER1.1	2	-0.37	0.21	0.00636074047725214
NAV3.1	2	-0.319	0.258	0.00753554553023461
TTC19.1	1	0.334	-0.459	0.00041166076505138
TRAF3IP1.1	2	-0.353	0.261	0.00863391493420526
HTR3B.1	2	-0.381	0.344	0.000709045959764957
SDC2.1	1	5.005	-0.168	4.28333007831148e-09
PDSS1.1	1	0.431	-0.448	3.76968780798033e-05
MAD1L1.1	1	0.623	-0.368	1.79430330833711e-05
LMAN1.1	1	0.391	-0.38	0.000519570966782379
NFKB1.1	1	0.296	-0.35	0.0114466038748419
IQCC.1	2	-0.904	-0.199	0.0107435594540965
APOL3.1	1	0.326	-0.362	0.00109454823038741
PRIMA1.1	1	0.269	-0.319	0.00835740450611841
CASQ2.1	1	0.152	-0.335	0.0160651765310784
CSPG4.1	1	0.613	-0.541	9.54907721008302e-07
MAP3K3.1	2	-0.098	0.683	0.00485401338627998
MBIP.1	2	-0.277	0.226	0.0261207753397818
UBA2.1	1	0.359	-0.392	0.000750311494469322
RBPJ.1	1	0.535	-0.261	0.000442449314606764
GTF2F1.1	2	-0.387	0.358	0.000540257515079643
RASAL1.1	2	-0.246	0.213	0.033230033567607
PER3.1	2	-0.658	0.107	0.000246676642889661
LRRC55.1	1	0.384	-0.32	0.00101397255588402
NOLC1.1	1	0.437	-0.467	2.33822521750048e-05
CA12.1	1	0.402	-0.284	0.00613865213563058
PPP4R2.1	2	-0.494	-0.024	0.00844664072270297
EIF3F.1	2	-0.249	0.372	0.00942621630285117
CD101.1	1	0.239	-0.474	0.000269909492522046
LRRC48.1	2	-0.476	0.743	2.74757914982091e-07
SERPINB9.1	2	0.055	4.846	1.44803474037443e-07
SYMPK.1	2	-0.431	0.44	2.92333275476726e-05
KPNA4.1	2	-0.48	-0.011	0.0138083834281748
EGFL8.1	2	0.119	2.59	1.07693466944697e-05
EXTL1.1	2	-0.645	0.242	5.32615999059196e-06
ACCSL.1	2	-0.291	0.536	0.00116991268677157
FAM101A.1	1	0.27	-0.243	0.0175067474322721
ZMAT3.1	2	-0.705	-0.08	0.000883316319122426
GABARAP.1	2	-0.185	0.399	0.0125104897223292
FAM118B.1	1	0.323	-0.351	0.00485808706933741
ZBTB42.1	2	-0.2	0.335	0.0241822662627409
SERTAD3.1	1	0.171	-0.274	0.0493496345334901
PM20D2.1	2	-0.383	0.087	0.0303674307244582
PDE4DIP.1	1	0.318	-0.198	0.0364347615245469
AIMP1.1	1	0.222	-0.259	0.0314657749843126
SFMBT2.1	1	0.323	-0.357	0.00175913116624998
SLC23A2.1	1	0.42	-0.263	0.00172112276078489
MCCC2.1	1	0.533	-0.611	3.2676565563306e-07
NLRP2.1	2	-0.294	0.274	0.00807671154588779
HKR1.1	2	-0.647	0.601	4.09047303930789e-10
PSMA1.1	1	0.599	-0.493	9.68473504632751e-08
PPCS.1	1	0.026	-0.575	0.00613722626773399
SEC13.1	2	-1.705	-0.033	3.26468252355266e-13
ZBTB9.1	2	0.216	3.054	1.01477605714101e-08
PCDHAC1.1	2	-0.314	0.295	0.00439063469360735
PWWP2B.1	1	0.236	-0.264	0.024386983282883
TRNAU1AP.1	1	-0.212	-0.921	0.0158248223077351
SMU1.1	1	0.223	-0.361	0.0373798993660469
APOLD1.1	1	0.321	-0.296	0.00761142418434678
ENOX1.1	1	0.184	-0.241	0.0437966924701974
PANX1.1	1	0.45	-0.472	5.00002829885309e-06
TAS1R1.1	2	-0.505	0.251	5.7398263334436e-05
COX6A2.1	2	-0.483	0.428	7.66457828348828e-06
TMPRSS9.1	2	-0.3	0.28	0.00784381744025201
PCDHB6.1	2	-0.341	0.288	0.002835286007866
NKPD1.1	1	0.591	-0.453	2.01525690677019e-06
PCDHB11.1	2	-0.242	0.241	0.0280102293465883
MYOM1.1	2	-0.332	0.313	0.00297190367251097
NKD2.1	1	0.23	-0.312	0.0147719744965594
WDR48.1	2	-1.27	-0.002	3.6798687156442e-10
SYNE2.1	1	0.309	-0.359	0.00223455888005653
SNX11.1	2	-0.24	0.38	0.00864597585017062
MSC.1	2	-0.86	0.265	2.92907500088323e-07
FAM189A2.1	2	-0.513	0.567	1.15072803967436e-06
PRPSAP1.1	2	-0.356	0.945	3.84470209235118e-06
LAIR1.1	1	0.312	-0.253	0.0112476388167508
SOX17.1	1	0.913	-0.045	0.000414453295609318
SLC29A2.1	2	-0.537	0.724	1.12794558776447e-08
GOLGA5.1	1	0.302	-0.383	0.00227131639327347
BTLA.1	1	3.841	-0.06	0.017017386654223
TPPP.1	1	0.705	-0.707	1.06295614202787e-13
FBXL2.1	2	-0.909	-0.011	1.93126614282022e-06
COX6C.1	1	2.702	0.335	4.40074854343689e-07
ZNF257.1	2	-0.432	0.526	0.000111871558135809
HILS1.1	2	-0.521	0.577	2.01055568746608e-08
CD9.1	1	0.312	-0.361	0.00149757580263498
GRB10.1	1	0.41	-0.329	0.000943784522968173
SLC6A16.1	2	-0.544	0.534	9.04762362246703e-08
ZNF680.1	1	0.267	-0.282	0.0117781110058863
MBOAT2.1	1	0.577	-0.349	0.000250128714542142
PER2.1	2	-0.277	0.271	0.0216913885757056
FYCO1.1	2	-0.792	-0.045	1.97489821085234e-05
ZNF619.1	2	-1.567	0.044	2.16726544397955e-13
ZNF702P.1	2	-0.341	0.332	0.00159592669814804
ZNF551.1	2	-0.385	0.372	0.000657114028942394
TLK2.1	1	0.32	-0.264	0.00840828260421845
CHERP.1	2	-0.313	0.319	0.00369178931128012
DNASE1L2.1	1	0.396	-0.319	0.00100868877692721
ZNF165.1	2	-0.051	1.06	3.62806848689092e-05
DNASE1L3.1	1	0.74	-0.006	0.00995783402701569
LIPE.1	2	-0.498	0.566	3.34670076336529e-07
ATP1B1.1	1	0.377	-0.409	0.000189368442953129
FAM46B.1	2	-0.496	0.047	0.00700770672481064
ZCCHC17.1	1	-0.019	-0.61	0.00901801481175205
CD300A.1	1	0.451	-0.482	8.8114757505427e-06
PIK3C3.1	1	0.278	-0.25	0.0188853233922845
TP73.1	1	0.439	-0.352	0.000498382445455754
TTC27.1	1	0.419	-0.136	0.0339236223674348
IFRD2.1	2	-1.406	-0.081	9.21872927371738e-11
AP2M1.1	2	-1.179	-0.1	1.17417984491766e-07
PDLIM3.1	2	-0.242	0.26	0.0247286939326473
KIAA1462.1	1	0.423	-0.436	5.6838241356163e-05
RASAL2.1	1	0.487	-0.384	6.50847107019493e-05
NR1D2.1	2	-0.487	-0.001	0.00598789638013876
HDAC11.1	2	-1.336	-0.029	1.30587104972978e-12
GNA11.1	2	-0.484	0.429	2.34948689125644e-05
TYRO3.1	1	0.34	-0.261	0.0314916295711827
PRRX1.1	1	0.346	-0.217	0.0123832806866472
S1PR5.1	1	0.732	-0.532	1.13697429209085e-06
ATP1B3.1	1	0.736	-0.121	0.000304840339817478
ZNF662.1	2	-0.649	-0.019	0.00014671217617914
WIPF3.1	2	-0.362	0.307	0.00135878852241341
COL24A1.1	2	-0.34	0.169	0.00905727892076366
TDG.1	1	0.31	-0.378	0.00148551281299347
GBP5.1	1	0.184	-0.389	0.00258713175065288
FANK1.1	2	-0.321	0.294	0.00531682991264106
CASP10.1	1	0.272	-0.352	0.00270999069600611
KLB.1	1	0.268	-0.238	0.0330273482525031
ZNF496.1	2	-0.23	0.544	0.00149381574200543
MTMR10.1	1	0.359	-0.409	0.000407236793038688
TMCO1.1	1	0.858	-0.606	7.02383577277189e-10
IGSF22.1	2	-0.483	0.509	1.01690629902221e-05
RCN3.1	2	-0.282	0.397	0.00736152377888062
MANBA.1	1	0.674	-0.566	2.00510125778606e-07
CD1D.1	1	0.203	-0.225	0.0449213708090539
PSMD3.1	1	0.362	-0.238	0.0225144651167107
BOK.1	2	-0.127	0.385	0.0485292934355335
USP14.1	1	0.291	-0.266	0.0135482783538902
MSX1.1	1	0.283	-0.24	0.0120450063519483
CRABP2.1	1	0.392	-0.331	0.000709751325323893
TMEM87A.1	1	0.642	-0.65	6.69437928976559e-10
POT1.1	1	0.317	-0.163	0.0456882692082929
KIF7.1	2	-0.687	0.591	3.80316886237368e-11
MPO.1	2	-0.165	0.292	0.0396872892108493
MARVELD1.1	1	0.204	-0.239	0.0477728783436346
EIF4B.1	2	-0.356	0.307	0.00272495878131212
UBA52.1	2	-0.351	0.413	0.000410867034441313
NENF.1	1	0.3	-0.182	0.0310921995381874
ST13.1	2	-0.634	0.65	3.04452368461398e-11
PIK3R4.1	2	-1.881	-0.076	4.93869274557795e-16
CDADC1.1	1	0.155	-0.286	0.0491361237651761
TLK1.1	1	0.174	-0.29	0.0387208398370297
FAM109A.1	2	-0.352	0.328	0.00224803292697619
FAM181B.1	2	-0.661	0.527	9.34834139823801e-10
BTRC.1	2	-0.344	0.3	0.0037702312208981
GABRP.1	2	-0.431	0.436	8.02738226091134e-05
BEND5.1	2	-0.803	0.3	1.22641407473438e-08
LRP8.1	1	0.299	-0.634	2.16919053736087e-06
BOC.1	2	-0.687	0.013	0.000197532139941547
TPT1.1	2	-0.395	0.27	0.00196243233921718
PPM1E.1	1	0.173	-0.288	0.0252351194954356
FAM114A1.1	1	0.539	-0.142	0.0155815060145283
CLCA2.1	2	-0.48	0.311	0.000663488349898707
EPRS.1	1	0.56	-0.341	6.24500257474799e-05
PGM1.1	1	0.265	-0.477	0.000494086883712401
FZD1.1	1	0.368	-0.274	0.00474828348332258
NHSL1.1	2	-0.904	0.449	6.24022353861122e-09
KCNA5.1	2	-0.394	0.341	0.00049119495487021
RFC5.1	1	0.302	-0.232	0.0230599340327476
FAM105A.1	1	0.654	-0.609	9.80483572812016e-10
ABHD10.1	2	-0.733	-0.073	0.00031850539372158
TC2N.1	2	-0.303	0.219	0.0164344785421769
CCDC64.1	1	0.231	-0.25	0.0258242305258613
METTL2B.1	1	0.493	-0.325	0.00052041633560632
TBCK.1	1	0.399	-0.442	0.00010301233646575
CHMP1B.1	2	-0.336	0.341	0.00266849623918315
MAPKAPK2.1	2	-0.077	0.677	0.00598436425861547
TCIRG1.1	1	0.724	-0.557	1.72127683940044e-08
DCAF8.1	1	0.527	-0.347	0.000109089026491959
EXT2.1	2	-0.295	0.656	0.00398154398271415
UBE4A.1	1	0.311	-0.478	0.0019753768125013
PPP1R7.1	1	0.475	-0.401	0.000426768519618129
KCNH8.1	2	-0.422	-0.065	0.0458008729887864
GGA3.1	2	-0.315	0.736	4.46563290396626e-06
HSPB6.1	2	-0.207	0.342	0.0159134177475658
ZNF792.1	2	-0.375	0.305	0.00191145569527493
SLC22A15.1	2	-0.354	0.09	0.0267485594856305
ATAD3C.1	2	-0.691	0.396	5.86250394457274e-08
ZNF341.1	2	-0.323	0.477	0.00034151722613839
SCN4B.1	1	0.216	-0.388	0.0031268460421687
HSPB8.1	1	0.256	-0.315	0.00805655014381141
HOXB7.1	2	-0.254	0.193	0.0322480992344248
ZNF471.1	2	-0.333	0.346	0.00243398182573162
HPN.1	1	0.255	-0.315	0.0103446975885257
TAF7.1	1	0.218	-0.289	0.0262237232850438
STAT3.1	1	0.508	-0.578	7.51392408044729e-08
F2RL3.1	1	0.313	-0.351	0.00196346107741208
ITGA7.1	1	0.259	-0.282	0.012427588386685
RNASE3.1	2	-0.349	0.327	0.0015989518490991
HOMER3.1	2	-0.313	0.374	0.00217222365051235
PPP1R12A.1	1	0.255	-0.237	0.02760876922936
CCL4.1	1	0.354	-0.432	0.00011219014108745
POLR1B.1	2	-0.307	0.397	0.00156328339039022
BIN2.1	1	0.323	-0.354	0.00147045686406346
SYNCRIP.1	1	0.023	-0.477	0.0298521200974956
TSG101.1	2	-0.273	0.411	0.0111891444832556
SNRPG.1	1	0.616	-0.533	1.78576582091176e-08
MARCH7.1	1	0.407	-0.472	3.26923738390302e-05
ZBTB12.1	2	0.06	4.155	8.0700906436181e-11
GYPC.1	2	-0.392	0.43	0.000138519012795324
ACTR10.1	1	0.468	-0.4	0.000171000791235487
ABCB6.1	1	0.542	-0.185	0.00754784666753504
OIT3.1	1	0.566	-0.337	0.00490352986020838
ZGPAT.1	2	-0.025	0.675	0.0296791773924408
SEMA3B.1	2	-0.945	-0.007	2.8715377684529e-07
EDNRB.1	2	-0.612	0.618	2.09031074623344e-10
GHR.1	2	-0.407	0.366	0.000268397871422023
EMCN.1	2	-0.547	0.431	3.17794176670867e-06
HSPA12A.1	2	-0.387	0.356	0.000671642752199477
CCDC18.1	1	0.092	-0.313	0.0468602000152063
FAM198B.1	1	0.333	-0.304	0.00411757377548993
TADA2B.1	2	-0.096	0.588	0.0205709479472907
FCRL6.1	1	0.255	-0.289	0.00979062920665131
CCDC61.1	2	-0.393	0.442	0.000100311266835477
MTSS1.1	1	1.144	0.15	0.019565741848379
SUMF1.1	2	-1.652	0.015	1.32526316419054e-14
CA4.1	2	-0.417	0.541	2.45490765348018e-06
SNX2.1	1	0.203	-0.3	0.0293743489130882
LGALS8.1	1	0.422	-0.18	0.0108924158937928
CAND2.1	2	-1.928	-0.049	1.05619840476857e-16
ATP13A1.1	1	0.273	-0.233	0.0246306612177602
CCS.1	2	-0.271	0.779	0.00205100215092209
STEAP1.1	2	-0.629	0.593	5.45504296137549e-10
CTNNA3.1	2	-0.274	0.287	0.0107919203734324
RALB.1	1	0.489	-0.364	4.93495588543039e-05
TERF1.1	1	2.314	0.338	1.57359411890445e-05
PRODH.1	2	-0.205	0.225	0.0461691205899789
CCDC28A.1	2	-0.693	0.173	0.000114276457287755
RPL29P2.1	2	-0.378	0.416	0.000198851241420381
FCRL3.1	1	0.264	-0.334	0.00408206631863326
FAM175A.1	2	-0.247	0.188	0.0449978458941604
SPEF2.1	2	-0.409	0.374	0.000222726912452788
KDM6B.1	2	-0.323	0.418	0.000706783237124106
DIABLO.1	2	-0.282	0.306	0.0169818642444911
ESYT3.1	1	0.966	0.035	0.00145718632761781
MARK4.1	2	-0.261	0.354	0.00582731728627612
DDX27.1	1	0.571	-0.161	0.0063856192704419
PRX.1	2	-0.335	0.304	0.00387346080469871
DPY19L1.1	1	0.37	-0.35	0.000969140765522737
DENND4A.1	1	0.319	-0.387	0.00118173792495568
ANO9.1	1	0.438	-0.37	0.000191185308473691
ITGA1.1	1	0.508	-0.279	0.00895184078536464
STAT5A.1	2	-0.333	0.571	0.000358188154631058
TGFBR2.1	2	-0.421	-0.009	0.0456578410665886
ADNP2.1	1	0.258	-0.31	0.0121934763080164
IGF2BP2.1	2	-0.926	-0.029	2.96279407643637e-06
XPNPEP3.1	2	-0.325	0.35	0.00155604402548808
RPS25.1	2	-0.439	0.494	1.14936020179493e-05
PRKAR2A.1	2	-0.507	0.039	0.00611316239476463
NUDT16.1	2	-3.521	-0.222	1.05609709916706e-20
LDLRAD3.1	1	0.592	-0.504	7.56959908127459e-07
DHX8.1	1	0.381	-0.19	0.0283277542010151
GPR141.1	1	0.226	-0.328	0.00899193613506368
VASH1.1	1	0.45	-0.4	0.000235207484741911
CLIC4.1	1	0.286	-0.509	0.000113820544147749
MMP19.1	2	-0.504	0.495	1.16487703549353e-06
RAB24.1	2	-0.256	0.222	0.0329387905611667
PFDN2.1	1	0.509	-0.197	0.0115581871971649
FAF2.1	1	0.645	-0.645	1.73454399536727e-10
MGAT4A.1	1	0.224	-0.279	0.0201305914586851
AMN.1	1	0.699	-0.533	1.7027203800634e-06
CSRP1.1	2	-0.242	0.434	0.00292787012143683
KIF20A.1	1	0.427	-0.445	2.46088562629867e-05
SLC4A1AP.1	1	0.519	-0.277	0.00113714368488605
DNAJA4.1	1	0.277	-0.36	0.00565501832390136
HMMR.1	1	0.328	-0.368	0.0012879219381431
MAPRE3.1	2	-0.345	0.347	0.00106816922601501
ZMIZ1.1	1	0.304	-0.345	0.0034443636624066
AGPAT4.1	1	0.466	-0.467	1.52197855521579e-05
ANK1.1	1	1.262	-0.176	0.037527052960908
COL18A1.1	1	0.862	-0.488	2.27822326492153e-09
SLC39A7.1	2	0.627	1.649	0.0123015081370749
ARPP19.1	1	0.228	-0.266	0.045106009928854
DCTPP1.1	2	-0.324	0.485	0.000813965290766211
BRIX1.1	1	0.351	-0.335	0.00190485230078776
SP140L.1	1	0.255	-0.333	0.00550373055057993
DBR1.1	2	-0.782	-0.066	8.68559559889495e-05
RNF141.1	2	-0.517	0.415	1.09572893178633e-05
TRAF6.1	1	0.273	-0.284	0.0178269614518856
ZNF514.1	2	-0.292	0.27	0.0109481954574509
MTNR1A.1	2	-0.402	0.312	0.000690444364307077
TPM3.1	1	0.601	-0.262	0.000855976397820015
ZBTB20.1	2	-0.921	-0.049	2.18920614735311e-06
RORC.1	2	-0.38	0.32	0.000813271854683233
SLC2A9.1	2	-0.268	0.248	0.0160503766630357
SELK.1	2	-0.814	-0.101	0.000784774468534722
PAIP2.1	1	0.416	-0.479	3.98307030215401e-05
UBE2D2.1	1	0.284	-0.512	0.00675112849644543
RABEP1.1	1	0.326	-0.474	0.0001849509325479
IRF2BP2.1	2	-0.47	0.895	9.48517667942578e-09
RPL41.1	2	-0.443	0.426	0.000148233701178828
DUSP8.1	2	-0.391	0.446	0.000167684077128094
NOM1.1	1	0.398	-0.331	0.00149726063973675
FAM63B.1	1	0.255	-0.316	0.00793978682892286
RAB6C.1	1	0.323	-0.465	0.000275225677313182
CDC6.1	1	0.461	-0.552	5.76894991647236e-07
PSMC5.1	1	0.744	-0.121	0.00201009931539003
GIMAP1.1	1	0.294	-0.373	0.00146310456667043
GRAMD3.1	2	-0.44	0.357	0.000130721255529251
DYNC1LI1.1	2	-0.732	-0.031	0.00062385974572262
RASA2.1	2	-0.474	-0.009	0.00577266600078997
PLCL2.1	1	1.136	0.051	9.45380725816458e-06
ZNF354A.1	2	-0.245	0.216	0.0473606174686036
GATS.1	2	-0.304	0.269	0.00828921956958272
CDK1.1	1	0.347	-0.361	0.00112229616264685
NRG2.1	2	-0.251	0.177	0.0491507501230165
RASD2.1	1	0.506	-0.474	1.21460772420489e-05
SLC36A1.1	1	0.372	-0.441	0.000184074085283355
EP400NL.1	1	0.232	-0.274	0.0194333316599503
DOK7.1	1	0.576	-0.484	9.70840248338793e-07
TMEM91.1	2	-0.274	0.229	0.0222557061731877
MTCH1.1	2	0.151	1.381	0.000178830451082702
SPCS3.1	1	0.364	-0.415	0.00086506302980096
GJD4.1	1	0.395	-0.202	0.0414527899006491
GALNTL6.1	2	-0.306	0.228	0.0116559733414389
ZDHHC8.1	2	-0.207	0.459	0.00603758656070186
ARPC1B.1	1	0.466	-0.381	7.64890208231073e-05
RIMBP3.1	1	0.797	-0.605	6.1234653175473e-10
RBMS2.1	2	-0.506	0.463	3.13789195328453e-06
LSM14A.1	1	0.242	-0.266	0.0286493858315131
TNFSF13.1	2	-0.339	0.472	0.000378514233587173
PIM1.1	2	-0.202	0.804	0.000102769165487752
CSTF3.1	1	0.232	-0.309	0.0160207076406605
FERMT3.1	1	0.818	-0.671	8.15488171848539e-15
ATP1A1.1	2	-0.565	-0.024	0.0256693007833597
SIAE.1	1	0.115	-0.373	0.0250794563019898
SLC22A4.1	1	0.367	-0.389	0.000443151751471222
LMBR1.1	1	0.387	-0.285	0.00348384002579801
ALDH8A1.1	1	0.225	-0.403	0.00499092400351942
ICK.1	2	-0.001	0.901	0.00599512097850654
SF3B4.1	2	-0.164	0.298	0.0425809568509907
NSUN2.1	1	0.511	-0.409	0.000272501457210096
ITGB8.1	1	0.414	-0.32	0.00303794501243827
PPP2R5D.1	2	0.287	1.986	9.50338776253131e-05
EPHX2.1	2	-1.023	0.271	3.33857059643121e-10
SYT3.1	2	-0.265	0.269	0.0149015556990965
PPAPDC1B.1	1	1.562	-0.151	4.02134444173603e-09
RPL26L1.1	1	0.535	-0.583	8.19777978489194e-08
SPTBN1.1	1	0.8	-0.452	6.09311321105736e-07
MEI1.1	1	0.208	-0.236	0.0384876892541404
MMAA.1	1	0.628	-0.615	3.04349056042563e-09
TMEM163.1	1	0.202	-0.224	0.04419268079627
UNC5A.1	1	0.195	-0.239	0.0408583259912017
UCP2.1	1	0.359	-0.179	0.027289240758193
DNAJC19.1	2	-1.103	-0.077	1.68782043767944e-07
BCAS3.1	2	-0.188	0.389	0.00902783893098952
WDR70.1	1	0.311	-0.303	0.00729852850676161
EFCAB1.1	2	-0.57	0.043	7.79980413713222e-05
ENPP3.1	2	-0.335	0.33	0.00391655662763902
PACSIN3.1	2	-0.472	0.725	6.18825050507738e-06
SYTL1.1	1	0.08	-0.384	0.0238382672445868
GAA.1	1	0.524	-0.114	0.01708770693576
RPS27A.1	2	-0.493	0.47	3.1169693742647e-06
MRPL34.1	2	-0.269	0.191	0.0456328815448449
FRG1B.1	2	-0.383	0.48	0.00022914537011527
RPUSD3.1	2	-1.294	-0.042	1.64191650713216e-11
GPR62.1	2	-1.447	-0.019	1.41737021734817e-11
ZNF787.1	2	-0.211	0.245	0.0367523513671629
SNRPD1.1	1	0.368	-0.368	0.000753098646323142
CYP2S1.1	1	0.268	-0.263	0.0160725006293495
NOP56.1	1	0.48	-0.128	0.0140576697863882
ADAM8.1	1	0.217	-0.226	0.0456515959249279
ZSCAN1.1	2	-0.661	0.698	3.71875596035704e-13
MTDH.1	1	4.458	0.564	4.59166948107806e-06
SKA3.1	1	0.347	-0.234	0.0102589211543692
RAB2B.1	1	0.256	-0.263	0.0200563072170951
COQ3.1	2	-0.604	-0.033	0.00981215656348106
PCCA.1	2	-0.195	0.407	0.0294478452869892
COL5A3.1	1	0.743	-0.551	2.36967463567078e-06
GINS1.1	1	0.292	-0.251	0.0145599458949095
DOCK4.1	1	0.567	-0.549	1.1857652512288e-07
NRG3.1	1	0.317	-0.366	0.001818499527709
ST8SIA1.1	1	0.372	-0.434	0.000127550529215458
ATP2C1.1	2	-1.632	-0.059	1.94504308754062e-13
ZNF528.1	2	-0.232	0.281	0.027863562129637
CLCF1.1	1	0.21	-0.299	0.0214553834947791
RIN1.1	2	-0.376	0.628	2.76333378065526e-05
ADSL.1	1	0.385	-0.222	0.0105933240157922
PLBD1.1	2	-0.22	0.209	0.0466144341510861
WDR72.1	1	0.256	-0.278	0.0124831505298293
FBXO22.1	1	0.43	-0.5	2.16992521834823e-05
PIGF.1	1	0.781	-0.418	4.57790151616753e-06
ORAI2.1	1	0.469	-0.369	0.000133392497418705
ACAP1.1	1	0.258	-0.313	0.00587165971004243
WDR12.1	1	0.326	-0.298	0.0138878251019982
TSPO.1	2	-0.314	0.498	0.000416677323396544
SLC5A3.1	1	0.333	-0.238	0.01516178581808
MBD5.1	1	0.553	-0.663	1.00524651612424e-09
PARL.1	2	-1.524	-0.12	3.52576351073936e-10
IK.1	1	0.175	-0.376	0.0306543714660476
UNC50.1	1	0.446	-0.478	9.17559537624777e-06
UBB.1	1	0.424	-0.171	0.0136257058708081
PEPD.1	2	-0.516	0.485	1.20434320072593e-06
